HJ8s_33_S1 HJ28s_17_S3 HJ35_22s_34 HJ100s_26_S5 HJ154s_28_S6 HJ170s_35_S7 HJ172s_31_S8 HJ183s_32_S9
Bradi1g73752.1 117 87 24 88 259.945 125 88 117.405
Bradi1g73754.1 0 4.847 0 3.45 19.659 11.095 0 4.143
Bradi1g73757.1 213 202.153 48 142.55 563.396 256.905 178 263.452
Bradi1g73770.1 5539 6468 1021 4732 15264 4951 2927 3622
Bradi1g73780.1 207 177 39 133 485 266 189 196
Bradi1g73790.1 12 10 5 32 61 27 19 33
Bradi1g73796.1 0 0 0 0 6 3 0 2
Bradi1g73802.3 0 8 0 4 14 13 4 12
Bradi1g73804.1 0 0 0 0 0 0 0 0
Bradi1g73810.5 176 114 9 129 291 92 115 194
Bradi1g73817.1 498 704 302 461 6940 545 338 675
Bradi1g73830.1 1023 818 118 543 2249 1075 534 584
Bradi1g73840.1 62 15 29 101 166 97 339 55
Bradi1g73850.1 0 12 1 13 32 12 15 9
Bradi1g73860.1 657 462 82 370 832 549 433 436
Bradi1g73870.1 2298 1852 228 1448 4515 1963 1601 1760
Bradi1g73872.1 0 0 0 0 0 0 0 0
Bradi1g73877.2 110.003 78 7 67 184 78.949 41 94
Bradi1g73890.1 139 266 98 144 380 239 173 244
Bradi1g73900.1 0 0 0 2 0 4 0 0
Bradi1g73910.1 337 381 145 169 816 387 234 322
Bradi1g73915.1 8 24 4 14 22 24 5 16
Bradi1g73917.1 0 0 0 5 2 2 1 7
Bradi1g73935.1 346 217 176 281 692 211 174 313
Bradi1g73960.1 699 562 139 391 1692 1000 685 635
Bradi1g73970.1 0 6 1 0 1 0 0 5
Bradi1g73990.1 0 0 0 2 4 3 7 2
Bradi1g74000.5 1962 943 103 1244 2654.187 1377 1215 1819.33
Bradi1g74030.1 347 217 163 376 792 598 405 485
Bradi1g74040.1 38 7 0 7 22 2 7 4
Bradi1g74050.2 2552 1915 226 1395 4701 2263 1542 2545
Bradi1g74060.8 1612 1015 308 1561 2360 1921 1380 2089
Bradi1g74070.9 140 93 0 93 250 93 103 167
Bradi1g74080.1 388 347 129 289 1092.628 436 254.004 399
Bradi1g74083.1 0 0 0 0 0 0 0 0
Bradi1g74087.3 149 40 4 42 113 90 30 81
Bradi1g74098.2 0 0 0 0 1 0 0 0
Bradi1g74109.1 0 0 0 0 0 1 4 4
Bradi1g74120.2 68 74 2 65 161 72 79 108
Bradi1g74135.1 11 34 2 21 47 24 7 27
Bradi1g74150.1 617 420 79 369 838 502 391 468
Bradi1g74161.1 0 0 0 0 0 0 0 0
Bradi1g74170.1 0 0 0 0 0 2 5 5
Bradi1g74180.1 1163 946 192 934 1921 1127 825 1482
Bradi1g74182.1 4.654 5.783 0 0 11.618 5.57 0 0
Bradi1g74185.1 306.346 251.217 67 183 509.382 305.43 288 310
Bradi1g74187.2 5 19 1 21 61 18 9 30
Bradi1g74200.1 0 0 0 0 0 0 0 0
Bradi1g74210.1 2235.446 1273 106 1288 2895 1630 1099 1855
Bradi1g74220.2 0 0 0 0 0 0 0 0
Bradi1g74227.3 0 0 0 0 0 0 0 0
Bradi1g74240.1 102 85 32 70 229 195 105 94
Bradi1g74250.1 0 1 2 0 13 3 0 8
Bradi1g74257.1 0 11 0 32 22 27 18 14
Bradi1g74270.1 211 157 27 192 245 429 320 315
Bradi1g74279.1 0 8 0 10 12 16 8 8
Bradi1g74287.1 305 166 11 117 299 151 74 162
Bradi1g74300.1 466 360 137.624 447.002 1028.984 690.912 571 484
Bradi1g74310.1 1457 1336.892 399 995 3305.92 1581 822.132 1358
Bradi1g74316.1 37 1 1 3 21 6 3 31
Bradi1g74320.1 149 219 15 149 172 130 248 400
Bradi1g74330.1 281 181 21 160 402 207 105 192
Bradi1g74340.1 724 627 132 279 960 534 393 510
Bradi1g74345.1 0 0 0 0 1 3 0 0
Bradi1g74350.3 344 569 62 525 2989.995 180 130 135
Bradi1g74360.1 2852.883 2877.205 417.808 1561.591 5531.445 1981.675 1284.586 1711.676
Bradi1g74371.1 0 0 0 0 0 0 0 0
Bradi1g74380.1 78 86 12 72 137 126 146 102
Bradi1g74400.1 593.277 355.206 183.797 451.762 1065.83 527.849 214.67 540.432
Bradi1g74401.1 0 0 0 0 0 0 0 0
Bradi1g74410.1 363 148 119 610 772 575 294 557
Bradi1g74420.1 482 463 149 502 1136 499 437 606
Bradi1g74430.1 1521 869 112 1050 2272 913 650 1433
Bradi1g74437.4 53 42 7 34 94 43 23 44
Bradi1g74450.1 146 260 29 180 571 254 158 218
Bradi1g74460.1 23 25 23 75 299 110 44 66
Bradi1g74470.3 3850 2316 286 2106 4555 1881 1734 3189
Bradi1g74480.2 1752 1062 119 744 2222 802 636 1054
Bradi1g74490.1 487 366 88 273 706 394 197 216
Bradi1g74500.1 115 122 13 105 293 163 86 112
Bradi1g74506.1 0 0 0 0 0 0 0 0
Bradi1g74510.2 0 5 0 0 0 0 2 0
Bradi1g74515.1 0 0 0 0 0 0 0 0
Bradi1g74520.3 63 55 15 68 214 108 47 81
Bradi1g74530.1 193.468 135.074 33 161.404 307.29 142.935 74.006 172.681
Bradi1g74540.2 150 108 42 131 291 96 71 149.239
Bradi1g74541.1 0 0 0 0 0 0 0 3
Bradi1g74543.1 0 17 2 6 0 0 0 6
Bradi1g74547.1 0 4 0 11 18 28 19 28
Bradi1g74560.2 10986 5797 952 5508 10871 5900 4933 5819
Bradi1g74565.1 0 0 0 0 0 0 0 0
Bradi1g74570.1 1455 1063 454 1382 2747 1844 1256 1518
Bradi1g74580.1 1377 935 114 775 2035 1353 866 1162
Bradi1g74590.1 1299 922 307 648 1829 1084 640 1048
Bradi1g74597.6 764 268 35 300 761 379 360 420
Bradi1g74607.1 9 2 0 0 10 2 30 4
Bradi1g74620.2 147 137 39 99 363 187 107 216
Bradi1g74630.2 580 617 55 432 1217 664 282 577
Bradi1g74640.1 583 301 77 536 1318 300 194 381
Bradi1g74650.5 574 428 111 524 1482 698 372 805
Bradi1g74660.1 869 521 30 287 1002 454 284 424
Bradi1g74670.1 613 492 76 367 902 449 383 402
Bradi1g74680.1 226 271 98 269 689 397 228 344
Bradi1g74692.1 69.303 66.231 6 25 82 19 40.158 32
Bradi1g74700.2 241.697 291.769 50 160 435 303 186.842 249
Bradi1g74710.1 32 44 4 13 77 22 16 25
Bradi1g74720.1 0 0 0 0 0 0 4 0
Bradi1g74730.1 393 264 39 244 618 183 202 325
Bradi1g74740.1 0 11 0 14 13 16 18 34
Bradi1g74750.1 10 4 0 3 0 9 46 3
Bradi1g74760.1 65 34 4 60 148 136 64 95
Bradi1g74770.1 0 6 0 0 6 1 8 2
Bradi1g74780.1 0 5 0 0 17 5 5 6
Bradi1g74790.2 303.187 296 81 96 637.006 265 211.198 212
Bradi1g74800.2 62.09 46.106 2 19 79.285 16.041 13 36
Bradi1g74810.1 312.813 300.894 79 141 390.708 300.959 210.802 243
Bradi1g74820.1 978 924 110 627 1484 957 644 702
Bradi1g74827.3 252 123 2 81 231 127 38 101
Bradi1g74840.1 1601 1070 108 879 2265 1112 685 1298
Bradi1g74850.1 857 431 158 613 1197 1018 608 1094
Bradi1g74862.1 574 417 83 565 1212 534 244 327
Bradi1g74870.1 462 335 58 320 728 360 310 400
Bradi1g74882.2 13 11 0 0 10 0 5 12
Bradi1g74890.1 473 381 28 253 843 484 246 401
Bradi1g74900.3 265 94 54 172 404 178 118 219
Bradi1g74910.1 519 594 80 318 1214 467 301 436
Bradi1g74916.1 5826.32 4817.583 730.337 3867.136 11203.862 4551.789 3119.111 5051.723
Bradi1g74922.1 9155.68 7319.417 1262.663 5289.864 15681.138 5952.211 4443.889 6818.277
Bradi1g74930.1 50.083 115.779 24.001 30.024 190.32 88.842 73.298 93.649
Bradi1g74940.4 290 229 20 249 468 285 260 218
Bradi1g74950.1 210 166 68 172 454 290 275 368
Bradi1g74962.1 96.53 42.16 19.059 78.33 220.509 55.403 65.148 87.551
Bradi1g74970.1 0 3 0 0 42 13 16 4
Bradi1g74980.1 4 1 10.001 3 149.996 17.003 18.312 19.048
Bradi1g74990.3 0 0 0 0 0 0 0 0
Bradi1g74997.1 504 235 19 228 543 296 177 313
Bradi1g75010.1 1354 731 82 747 1779 922.649 641 905.99
Bradi1g75020.1 0 0 0 0 0 0 0 0
Bradi1g75030.1 0 0 0 0 0 0 0 0
Bradi1g75040.1 0 12 0 0 0 0 5 6
Bradi1g75050.2 156 85 58 165 349 165 93 123
Bradi1g75060.1 0 2 5 1 3 0 3 2
Bradi1g75065.2 110 65 13 43 115 78 64 63
Bradi1g75066.1 12 6 1 2 16 0 10 19
Bradi1g75067.1 32 15 1 5 36 3 0 5.042
Bradi1g75070.1 87 58 50 177 321 208 179 287
Bradi1g75075.1 0 0 0 0 0 0 0 0
Bradi1g75080.5 146 138 17 179 369 242 176 248
Bradi1g75087.3 259 159 67 71 571 132 126 106
Bradi1g75100.2 5498.47 5201.84 759.941 3890.67 12156.491 5237.597 3326.852 4401.449
Bradi1g75110.1 2 5 0 0 32 43 4 0
Bradi1g75120.1 15 26 3 1 62 27 26 10
Bradi1g75123.1 0 0 0 0 0 0 0 0
Bradi1g75127.7 295.221 228 30 206 526.144 214.407 215 292
Bradi1g75138.1 394.779 275 26 307 1235.856 327.593 118 241
Bradi1g75150.1 1388 988 118 662 2180 1026 823 871
Bradi1g75160.1 164 50 9 95 194 97 98 78
Bradi1g75162.1 0 0 0 0 0 0 0 0
Bradi1g75165.3 0 0 0 0 0 0 0 0
Bradi1g75170.2 2032 1676 177 981 3730 1496 945 1131
Bradi1g75180.1 38 33 12 50 107 74 16 68
Bradi1g75190.1 6 5 0 8 39 10 17 18
Bradi1g75200.1 45 67 9 42 141 65 25 48
Bradi1g75210.3 1015 636 77 589 1459 737 689 802
Bradi1g75215.1 0 1 1 1 0 1 0 0
Bradi1g75220.7 3706 2691 1033 2686 6175 2980.325 2393 4046.006
Bradi1g75231.1 166 147 21 130 353 190 160 204
Bradi1g75236.1 0 0 0 0 0 0 0 0
Bradi1g75250.2 1111 712 64 530 1317 587 425 1061
Bradi1g75262.1 519 422 96 368 933 445 324 434
Bradi1g75270.1 3630 3302 221 1509 3955 2365 1368 2220
Bradi1g75280.3 367 443 98 351 1226 730 439 537
Bradi1g75290.1 6633.441 7050 1798 3780.527 8814 7010.816 4510 6242
Bradi1g75295.1 3 35 5 2 39 60 20 28
Bradi1g75300.4 0 3 0 0 11.294 7 2 6
Bradi1g75310.1 0 0 0 0 2 4 20 3
Bradi1g75327.1 33 3 4 5 8 28 17 9
Bradi1g75340.1 601 498.998 55 337 1029 418 281 353
Bradi1g75350.4 388 401 149 245 815 258 206 417
Bradi1g75360.1 860 863 265 502 1894 1119 588 599
Bradi1g75370.1 0 2 0 0 5.006 3 2 0
Bradi1g75380.1 56 101 28 71 294 129 136 108
Bradi1g75382.2 0 0 0 0 0 0 0 0
Bradi1g75384.2 0 0 2 0 0 0 1 0
Bradi1g75388.1 50 52 9 28 102 64 27 51
Bradi1g75390.4 615 433 58 337 666 253 278 389
Bradi1g75400.1 0 0 0 0 0 0 0 0
Bradi1g75410.1 258 206 65 180 434 240 225 394
Bradi1g75420.1 70 64 32 49 132 129 88 104
Bradi1g75430.1 10 1 0 3 39 13 10 21
Bradi1g75440.1 0 0 0 0 2 0 0 3
Bradi1g75450.1 163 91 6 82 186 168 87 89
Bradi1g75460.1 59 21 2 19 84 28 23 23
Bradi1g75470.3 1659 881 134 1159 2430 1016 789 1488
Bradi1g75477.1 0 0 0 0 2 4 5 0
Bradi1g75485.1 27 24 7 12 48 21 27 32
Bradi1g75500.3 1357 805 195 898 1899 891 658 1204
Bradi1g75507.1 359 428 92 267 1136 652 340 329
Bradi1g75520.1 827 1000 105 672 2438.48 1378 1014.525 1132
Bradi1g75530.1 1451 1145 211 897 2526 1319 1057 1170
Bradi1g75533.1 0 0 0 0 0 0 0 0
Bradi1g75542.1 0 2 0 0 1 0 0 6
Bradi1g75550.1 18 11 9 34 21 32 29 39
Bradi1g75560.1 566.998 375.08 35.998 170.989 666.996 291.117 235 250.843
Bradi1g75570.1 11 4 0 4 1 0 0 2
Bradi1g75580.1 702.852 899 100.66 436.468 1436 720 460 522.869
Bradi1g75590.1 1237.148 681 96.34 680.532 1713 585 472 932.131
Bradi1g75595.1 0 0 1 0 25 0 27 1
Bradi1g75597.1 79 68 2 26 107 65 25 84
Bradi1g75605.1 0 3 0 0 0 0 0 0
Bradi1g75607.1 0 17 0 14 91 19 5 15
Bradi1g75610.1 42 213 32 60 107 68 253 35
Bradi1g75620.1 6742.991 9706.912 3031.994 5233.003 22363.579 14702.978 9593.908 6908.088
Bradi1g75640.4 24 25 8 27 82 45 23 25
Bradi1g75660.1 366 466 73 199 850 651 445 251
Bradi1g75670.1 1431 863 302 753 1710 595 1101 594
Bradi1g75681.2 0 4 0 0 0 7 0 0
Bradi1g75692.1 0 0 0 0 5 0 0 0
Bradi1g75700.3 82 62 6 60 183 109 81 82
Bradi1g75707.1 9 201 6 5 164 76 17 23
Bradi1g75720.1 488.861 408.99 47.999 360.193 794.779 375.829 272.11 399.759
Bradi1g75730.1 2311 2049 783 1528 3944 2995 2288 3434
Bradi1g75735.1 48.997 34.999 15.004 29.999 121.392 197.127 58.776 69
Bradi1g75740.1 265 236 88 266 626 492 320 478
Bradi1g75750.1 1401 958 120 725 2224 1165 813 971
Bradi1g75760.1 0 3 0 0 2 11 7 4
Bradi1g75770.1 63 100 43 54 178 121 59 131
Bradi1g75780.8 552 517 69 286 1146 344 299 320
Bradi1g75785.1 0 0 0 0 0 0 0 0
Bradi1g75790.1 3114 3563 979 1887 7966 4862.01 2993.013 2785
Bradi1g75800.1 29 32 8 28 61 83 65 100
Bradi1g75810.1 0 0 0 0 0 0 0 0
Bradi1g75820.2 2002.508 1261.675 391.694 1034.91 2053.13 1440.267 812.549 1077.232
Bradi1g75830.2 7.492 27.325 7.306 19.09 71.869 30.733 47.451 16.768
Bradi1g75840.1 244 184 61 231 554 379 246 352
Bradi1g75850.1 208 293 64 222 591 268 142 237
Bradi1g75860.3 772 479 43 396 969 454 361 618.081
Bradi1g75870.1 1012 965 91 644 2156 795 487 735.919
Bradi1g75877.1 106 120 53 148 323 173.011 154.997 140
Bradi1g75887.1 261 200 47 178 495 313.989 201.003 255
Bradi1g75900.1 96 40 6 88 235 91 73 146
Bradi1g75910.1 374 269 46 233 621 327 172 300
Bradi1g75920.3 273 241 36 242 561 252 177 287
Bradi1g75930.2 2278 2639 545 1416 5944 2192 1516 1810
Bradi1g75940.1 1982 1370 211 1042 2767 1298 853 1145
Bradi1g75950.1 73 81 4 25 68 51 15 33
Bradi1g75960.1 2603 1697 317 1561 4166 2534 1522 2534
Bradi1g75970.2 264.154 201.474 13.751 139.992 351.356 211.816 121.841 192.625
Bradi1g75975.1 0 0 0 0 0 0 0 0
Bradi1g75980.1 66 43 11 91 187 92 68 72
Bradi1g75990.1 37 20 19 22 60 33 34 30
Bradi1g76000.1 33 173 62 45 314 97 27 45
Bradi1g76010.1 0 0 0 0 0 0 0 0
Bradi1g76020.2 891.858 502.049 223.756 1109.1 2192.908 970.825 796.967 963.448
Bradi1g76030.1 8 25 12 4 102 7 16 16
Bradi1g76040.2 336 199 51 208 516 429 253 403
Bradi1g76046.1 37 0 2 4 27 0 1 18
Bradi1g76050.1 216 123 25 179 471 192 124 133
Bradi1g76061.1 1053 780.478 371 997.317 2598.801 1425.551 990 1125.856
Bradi1g76070.5 509 617.522 115 382.683 2059.199 1066.449 459 747.144
Bradi1g76080.1 342 456 113 211 1001 579 284 468
Bradi1g76090.1 222 222 77 276 703 392 221 281
Bradi1g76100.1 8 0 0 1 0 0 0 0
Bradi1g76110.2 15 48 22 137.999 366.666 183 104.495 90
Bradi1g76121.1 0 0 0 2.001 15.334 0 11.505 0
Bradi1g76130.1 1384 823 114 1062 2361 1427 1162 1349
Bradi1g76140.3 150 112 17 143 472 191 167 148
Bradi1g76147.2 39 20 17 67 68 41 40 64
Bradi1g76153.1 0 0 0 3 0 0 0 0
Bradi1g76157.1 44 22 29 38 104 54 90 60
Bradi1g76170.1 28 25 20 77 101 60 69 84
Bradi1g76177.2 415 273 98 316 1178.091 302 167 254
Bradi1g76190.1 647 393 85 737 1893.909 628 464 601
Bradi1g76195.1 0 0 0 0 0 0 0 0
Bradi1g76200.1 6 10 9 22 12 57 1047 7
Bradi1g76207.2 4 9 0 8 82 12 4 14
Bradi1g76212.1 0 0 0 0 0 0 0 0
Bradi1g76217.1 177 201 33 84 338 157 117 147
Bradi1g76227.1 1184 779 116 770 2637 911 555 822
Bradi1g76250.1 0 4 1 13 7 6 13 9
Bradi1g76255.1 0 3 0 0 5 1 1 0
Bradi1g76260.1 701 833 181 388 1167 1081 743 678
Bradi1g76270.1 203 105 68 83 265 178 148 122
Bradi1g76280.1 589 376 55 285 779 386 400 339
Bradi1g76285.1 0 0 0 3 3 0 0 0
Bradi1g76290.1 186 212 114 298 457 336 255 304
Bradi1g76292.1 325 166 19 133 330 166 106 167.156
Bradi1g76294.1 0 0 0 1 1 0 6 0
Bradi1g76296.1 0 0 0 2 0 0 0 0
Bradi1g76298.1 17 25 4 22 28 9 13 21
Bradi1g76300.1 601.545 402.423 71 260.735 825.459 291.344 286.131 363.609
Bradi1g76307.1 171.455 128.577 14 98.265 236.541 152.656 86.869 123.391
Bradi1g76314.1 1788.861 2035.9 229.591 1307.292 4402.502 1728.66 1137.296 1405.138
Bradi1g76321.1 3399.8 2524.977 397.99 1627.045 5660.147 2197.622 1415.545 2254.737
Bradi1g76330.1 3025.339 1592.123 470.419 2557.663 4631.351 1428.718 782.159 987.125
Bradi1g76340.6 2703 1607 130 1622 3981 962 743 1311
Bradi1g76350.1 141 26 15 24 99 28 40 31
Bradi1g76356.1 492 384 67 264 739 419 239 343
Bradi1g76362.3 558 770 176 551 1515 836 517 773
Bradi1g76366.1 0 0 0 0 0 0 0 0
Bradi1g76370.2 561 320 30 386 846 402 273 428
Bradi1g76380.4 222 226 42 160 495 315 195 187
Bradi1g76387.1 303 132 90 257 338 289 169 322
Bradi1g76390.1 0 7 8 12 7 8 10 2
Bradi1g76393.1 0 0 0 0 2 0 0 0
Bradi1g76400.1 1426 957 122 1003 2121 1077 676 1316
Bradi1g76407.1 573 643 125 657 1725 1189 630 840
Bradi1g76413.1 57.95 48.657 45.9 18.742 94.069 33.87 21.57 28.152
Bradi1g76420.2 98 145 34 87 365 85 140 92
Bradi1g76430.1 288 122 101 153 386 107 190 118
Bradi1g76440.1 0 0 0 0 0 0 0 0
Bradi1g76445.1 0 0 0 0 0 0 0 0
Bradi1g76450.1 907 1109 289 672 2390 1250 695 1011
Bradi1g76460.1 673 619 122 212 851 449 343 350
Bradi1g76465.2 39 31 3 4 113 8 16 13
Bradi1g76470.1 5485.429 4014.415 1806 5112.013 10512.003 5722.442 3727 3979
Bradi1g76480.1 1001 668 82 512 1212 569 433 699
Bradi1g76490.5 18 4 0 8 12 1 7 5
Bradi1g76500.1 3613 2251 683 2332 6704 1873 1036 1487
Bradi1g76510.2 131 115 32 77 164 84 70 85
Bradi1g76520.1 1938 1242 157 934 2851 1456 1025 1353
Bradi1g76530.1 0 9 0 7 15 12 3 13
Bradi1g76540.2 0 0 0 0 0 0 0 0
Bradi1g76550.2 418 439 222 687.202 1392.329 752.537 462.382 307.989
Bradi1g76560.1 1197 955 119 1010.798 2824.671 1232.463 723.618 1271.011
Bradi1g76570.1 709 964 398 424 2482.764 1015 481 531
Bradi1g76580.1 161 158 95 130 580.156 121 70 79
Bradi1g76590.1 179 110 23 91 394 203 102 155
Bradi1g76600.1 280 203 41 189 463 260 196 247
Bradi1g76610.1 185 115 75 160 376 339 246 240
Bradi1g76617.3 7306 4416 348 4340 9594 2625 2227 4975
Bradi1g76630.1 618 307 399 892 1835 1238 867 1268
Bradi1g76640.5 546 363 52 536 1329 511 359 674
Bradi1g76650.1 33 0 0 7 2 16 0 6
Bradi1g76660.1 329 85 32 406 661 296 158 439
Bradi1g76670.1 90 68 19 34 93.024 81.001 79.001 96.005
Bradi1g76677.2 660 351 26 360 823 472 354 401
Bradi1g76690.1 26 16 2 34 50 31 20 32
Bradi1g76700.1 1082.737 900.51 134.037 668.678 2214.24 1251.643 1116.235 781.428
Bradi1g76704.1 0 2 0 0 0 0 2 1
Bradi1g76707.2 241.997 148.019 6 84.424 248.023 153.426 104.656 127.002
Bradi1g76716.1 130 99 31 56 227 118 107 79
Bradi1g76732.1 17 7 11 8 19 36 12 12
Bradi1g76740.2 148 208 32 100 484 168 101 132
Bradi1g76751.1 8 50 1 16 77 69 35 39
Bradi1g76760.2 314 361 37 210 1066 366 230 302
Bradi1g76770.1 522 968 198 403 1312 1217 741 1240
Bradi1g76781.1 0 6 0 1 16 7 6 17
Bradi1g76787.3 336 234 93 286 660 715 474 810
Bradi1g76791.2 513 292 62 508 886 550 370 616
Bradi1g76800.1 1780 972 329 492 1341 2580 1102 808
Bradi1g76810.1 40 47 9 35 187 87 55 50
Bradi1g76820.2 754.476 681.325 84.999 523.33 1648.639 589.577 449.48 632.317
Bradi1g76830.1 232.312 101 16 154 260 147 97 154
Bradi1g76835.1 107 144 41 87 355 133 96 101
Bradi1g76840.1 657 276 80 626 1102 705 427 708
Bradi1g76850.3 898 831 114 397 1209 724 490 591
Bradi1g76860.3 2736 2414 289 1468 4914 2308 1678 1497
Bradi1g76870.1 180 84 29 177 608 159 88 113
Bradi1g76880.1 2038 1268 701 1560 3776 2174 1484 2621
Bradi1g76890.1 269 118 110 253 498 422 174 326
Bradi1g76901.3 50 24 7 14 75 45 42 39
Bradi1g76910.1 1187 1155 300 1019 3204 1485 924 1421
Bradi1g76920.2 91 60 12 85 190.597 79.368 48.887 64.386
Bradi1g76927.2 0 4 0 0 2 0 0 3
Bradi1g76940.2 1036 692 260 1058 1810 786 760 1137
Bradi1g76950.2 165 139 73 161.997 493 172 81 138
Bradi1g76960.3 1421 1512 200 1002 2932 1302 848 1279
Bradi1g76970.1 758 694 217 621 2009 865 682 965
Bradi1g76981.1 0 0 0 0 0 0 0 0
Bradi1g76990.1 555 326 89 353 709 326 296 437
Bradi1g77000.6 674 508 84 319 975 569 455 431
Bradi1g77010.1 2160 2373 326 1228 4177 1943 1111 1447
Bradi1g77020.1 40 92 27 105 146 230 147 287
Bradi1g77040.1 1290 1433 308 357 1607 1004 1013 949
Bradi1g77047.3 1736 1245 384 1254 3973 2392 1319 1403
Bradi1g77060.2 1142 813 402 975 2445 1797 1449 1836
Bradi1g77070.2 34 46 47 152 153 157 94 135
Bradi1g77080.1 1042 744 134 593 1647 759 447 767
Bradi1g77083.1 20.025 5.978 0 0 6.009 2.121 10.395 10.554
Bradi1g77087.2 607 374 48 438 919 385 304 516
Bradi1g77100.1 1567 956 710 1447 3613 2710 1745 2255
Bradi1g77111.1 0 0 0 0 3 0 5 0
Bradi1g77120.1 90.989 87 40 101 176 66 42 88
Bradi1g77130.1 0 0 0 0 6 18 22 3
Bradi1g77140.1 441 250 126 434 898 615 269 618
Bradi1g77150.1 48 65 19 63 116 75 43 110
Bradi1g77160.1 1977 1135 98 913 2932 1074 778 1220
Bradi1g77170.1 212 331 163 114 417 327 231 144
Bradi1g77177.1 204 203 44 123 317 226 157 181
Bradi1g77182.2 0 0 0 0 0 0 0 0
Bradi1g77187.10 136 98 11 78 235 68 69 75
Bradi1g77193.1 0 0 0 0 0 0 0 0
Bradi1g77200.1 116 57 12 84 151 74 45 71
Bradi1g77210.2 53 42 18 143 146 160 53 168
Bradi1g77217.1 29 28 7 36 87 48 31 69
Bradi1g77229.1 1232.523 1520.159 698.976 935.085 3904.809 2210.266 1377.856 1562.602
Bradi1g77240.1 5 12 0 6 16 6 7 12
Bradi1g77247.1 3564 1705 137 1709 4014 1774 1405 2418
Bradi1g77260.1 144 112 71 261 509 206 153 244
Bradi1g77265.1 0 0 0 0 0 0 1 0
Bradi1g77270.1 436 428 64 272 857 504 372 303
Bradi1g77275.1 0 0 0 0 0 0 0 0
Bradi1g77280.3 224 141 13 121 319 154 90 156
Bradi1g77290.3 741 652.001 76 566 1559 770 521 675
Bradi1g77295.1 0 0 0 0 0 0 0 0
Bradi1g77300.1 0 0 0 0 0 0 0 0
Bradi1g77304.2 0 0 0 0 0 0 0 0
Bradi1g77316.2 0 0 0 0 0 0 0 0
Bradi1g77320.1 752 464 99 621.538 1321 503.263 341 475
Bradi1g77325.1 582 551 152 519.462 1652 811.737 559 615
Bradi1g77330.1 207 48 29 181 500 110 67 86
Bradi1g77335.1 34 48 56 102 223 62 83 119
Bradi1g77340.3 339 321 51.002 211 645.003 265.599 165 174
Bradi1g77350.3 926 575 110 618 1717 564 326 526
Bradi1g77360.3 0 1 0 3 26 8 24 10
Bradi1g77370.3 173 142 12 167 358 148 134 113
Bradi1g77380.4 2278 2138 797 1921 5081 1791 1108 1227
Bradi1g77390.1 18 36 12 64 137 66 47 53
Bradi1g77400.1 365 209 81 309 860 408 257 479
Bradi1g77410.1 278.999 220.991 60 217 509.003 344.996 214 338.996
Bradi1g77415.1 0 0 0 0 0 0 0 0
Bradi1g77420.1 497.001 347.009 113 345 748.973 457.003 295.999 380.999
Bradi1g77425.1 0 0 0 0 0 0 0 0
Bradi1g77430.1 614 301 60 109 484 362 258 236
Bradi1g77435.1 46 82 25 41 180 161 78 51
Bradi1g77440.1 817 643.906 69 413 1092 583.796 558.652 619
Bradi1g77450.1 235 140.094 92 315 1116 273.204 140.348 405
Bradi1g77460.1 1520 1374 565 1399 4155 1556 1006 1492
Bradi1g77470.1 463 401 37 323 797 529 377 411
Bradi1g77480.2 0 0 0 0 0 0 0 0
Bradi1g77485.1 0 0 0 0 0 0 0 0
Bradi1g77491.1 0 0 0 0 4 0 0 0
Bradi1g77495.1 0 0 0 0 0 0 0 0
Bradi1g77500.2 0 0 0 0 0 0 0 0
Bradi1g77505.10 293 302 80 229 645 452 279 279
Bradi1g77507.1 0 2 0 0 2 0 4 2
Bradi1g77510.1 1207 664 71 713 1588 906 645 1046
Bradi1g77520.2 390 346 65 302 722 470 426 224
Bradi1g77530.1 84 47 1 54 82 74 54 100
Bradi1g77537.1 0 0 0 0 6 0 0 0
Bradi1g77547.3 1013 522 67 627 1229 639 512 739
Bradi1g77560.3 407 185 230 673 1206 671 306 579
Bradi1g77565.1 0 0 0 0 0 0 4 0
Bradi1g77570.1 225 145 49 190 609 282 186 285
Bradi1g77573.1 0 0 0 0 0 0 0 0
Bradi1g77576.1 0 0 0 0 0 0 0 0
Bradi1g77580.1 2410 1038 283 1909.005 4001.999 2152 1141 2750
Bradi1g77585.1 0 0 1 9 0 5 4 7
Bradi1g77590.2 0 0 0 0 0 6 2 4
Bradi1g77597.1 0 7 14 3 14 11 14 37
Bradi1g77610.2 287 133 104 680 719.001 365 242 583
Bradi1g77620.1 0 0 0 0 0 0 0 0
Bradi1g77630.1 638 546 38 377 1197 539 339 433
Bradi1g77637.1 101 195 45 107 265.001 131 97 109.036
Bradi1g77650.1 1342 1009 173 886 2246 991 781 1220
Bradi1g77660.1 7 14 3 11 69 86 17 29
Bradi1g77663.1 0 0 0 0 0 0 1 2
Bradi1g77667.3 248 181 32 201 421 262 245 261
Bradi1g77680.1 0 7 0 3 54 11 8 0
Bradi1g77690.1 77 129 19 85 254 168 116 111
Bradi1g77700.5 1905 1620 154 1120 2844 1106 861 1073
Bradi1g77705.1 0 0 0 0 0 0 0 0
Bradi1g77710.1 34 37 12 43 104 35 38 45
Bradi1g77730.2 108 73 83 114 232 170 138 174
Bradi1g77740.1 0 0 3 3 0 0 0 0
Bradi1g77750.2 283 245 57 262 602 246 222 300
Bradi1g77760.1 2268 1127 136 1050 3019 1058 785 1562
